issue_id,timestamp,category,description,latitude,longitude,municipality,district,state,age_group,gender,origin,responsible_entity_id,responsible_entity_name,responsible_entity_level,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon,date,week
ISS_20250613033938_9342,2024-02-06 06:47:00,Sicherheit,"Die Straßenbeleuchtung in der Marktstraße ist seit Monaten kaputt. Als älterer Herr fühle ich mich abends sehr unsicher beim Nachhausegehen, weil man nichts sieht und schon mehrere Leute gestürzt sind.",51.12766783685779,12.002037297156232,Teuchern,Stadt,Sachsen-Anhalt,65+,male,migrant_non_eu,LAND_04_UM,Bremen - Ministerium für Umwelt,Land,6,1,6,6,2024-02,1,False,False,True,False,2024-02-06,2024-02-05/2024-02-11
ISS_20250613033956_9477,2023-02-01 10:06:00,Sicherheit,"Die Straßenbeleuchtung in der Wohnstraße Am Kirchberg ist seit drei Wochen kaputt. Besonders für Frauen und ältere Bürger ist der dunkle Weg abends sehr gefährlich, da man kaum etwas sieht und sich unsicher fühlt.",49.876777002124406,9.960700314091804,Rimpar,Gemeinde,Bayern,35-44,diverse,citizen,LAND_08_IM,Baden-Württemberg - Ministerium des Innern,Land,10,2,1,5,2023-02,1,False,True,True,False,2023-02-01,2023-01-30/2023-02-05
ISS_20250613033955_9393,2023-04-24 22:49:00,Bildung,"Die Toiletten in der örtlichen Grundschule sind seit Monaten in einem unhaltbaren Zustand - kaputte Spülungen, fehlende Seife und verschmutzte Räume. Mein Sohn weigert sich, dort zur Toilette zu gehen, was nicht akzeptabel ist.",52.1695649222893,10.096254857936774,Schellerten,Gemeinde,Niedersachsen,25-34,male,citizen,LAND_05_BM,Nordrhein-Westfalen - Ministerium für Bildung,Land,22,0,24,17,2023-04,2,False,False,False,False,2023-04-24,2023-04-24/2023-04-30
ISS_20250613034018_6988,2023-02-20 06:09:00,Umwelt,"Die illegale Müllentsorgung am Waldrand hinter dem Dorfteich nimmt überhand - dort werden regelmäßig Autoreifen, Elektroschrott und sogar Farbreste abgeladen. Das verschmutzt unser Grundwasser und ist eine Gefahr für die Kinder, die dort spielen.",53.51071674860666,11.39876487340882,Sülstorf,Gemeinde,Mecklenburg-Vorpommern,25-34,female,citizen,LAND_13_MW,Mecklenburg-Vorpommern - Ministerium für Wirtschaft,Land,6,0,20,8,2023-02,1,False,False,True,False,2023-02-20,2023-02-20/2023-02-26
ISS_20250613033955_9908,2024-02-22 00:01:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Handwerksbetrieb dauert jetzt schon über acht Wochen. Ich verliere dadurch Aufträge und kann nicht arbeiten - das Verfahren muss dringend beschleunigt werden, sonst gehe ich pleite.",47.92916598073323,7.618983268544787,Hartheim am Rhein,Gemeinde,Baden-Württemberg,35-44,male,citizen,LAND_16_FM,Thüringen - Ministerium der Finanzen,Land,0,3,22,8,2024-02,1,False,False,False,False,2024-02-22,2024-02-19/2024-02-25
ISS_20250613034018_6606,2023-03-06 07:08:00,Migration,"""Die Bearbeitung meines Antrags auf Familienzusammenführung für meinen Schwiegersohn aus Polen dauert bereits acht Monate. Wann kann ich endlich mit einer Entscheidung rechnen? Meine Tochter und die Enkelkinder leiden unter dieser endlosen Warterei.""",53.90538609789954,12.616774459552223,Schwasdorf,Gemeinde,Mecklenburg-Vorpommern,65+,male,citizen,LAND_15_SM,Sachsen-Anhalt - Ministerium für Soziales,Land,7,0,6,10,2023-03,1,False,False,True,False,2023-03-06,2023-03-06/2023-03-12
ISS_20250613034026_1121,2024-02-20 01:20:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - man kann zwar einen Termin auswählen, aber die Bestätigung kommt nie an. Meine 80-jährige Mutter kann deshalb ihren Personalausweis nicht verlängern.",50.01813695293495,10.715805347381345,Breitbrunn,Gemeinde,Bayern,45-54,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,1,1,20,8,2024-02,1,False,False,False,False,2024-02-20,2024-02-19/2024-02-25
ISS_20250613034018_2941,2023-08-25 03:04:00,Gesundheit,"Die Wartezeit beim Hausarzt in der Innenstadt beträgt mittlerweile über drei Wochen für einen normalen Termin. Als EU-Bürger habe ich zwar eine Krankenversicherung, aber die Ärztemangel-Situation hier in Naumburg ist wirklich problematisch geworden.",51.2308623426004,9.18555354507012,Naumburg,Stadt,Hessen,25-34,male,migrant_eu,LAND_07_SM,Rheinland-Pfalz - Ministerium für Soziales,Land,3,4,25,34,2023-08,3,False,False,False,False,2023-08-25,2023-08-21/2023-08-27
ISS_20250613033954_2944,2024-06-08 13:39:00,Gesundheit,"Die Wartezeit beim Hausarzt in Blaufelden ist mittlerweile unerträglich - drei Wochen für einen normalen Termin! Für berufstätige Mütter wie mich ist das unmöglich, besonders wenn die Kinder krank sind und sofort behandelt werden müssen.",49.30342932591646,9.965291380240396,Blaufelden,Gemeinde,Baden-Württemberg,35-44,female,citizen,LAND_02_SM,Hamburg - Ministerium für Soziales,Land,13,5,8,23,2024-06,2,True,True,False,True,2024-06-08,2024-06-03/2024-06-09
ISS_20250613033954_5100,2025-02-07 01:54:00,Sicherheit,"Die Straßenbeleuchtung in der Annabergstraße ist seit drei Wochen defekt, wodurch der Gehweg abends völlig dunkel ist. Als Vater mache ich mir Sorgen um die Sicherheit meiner Kinder auf dem Schulweg.",51.75255164422448,7.1861348097949085,Haltern am See,Stadt,Nordrhein-Westfalen,35-44,male,citizen,LAND_09_IM,Bayern - Ministerium des Innern,Land,1,4,7,6,2025-02,1,False,False,False,False,2025-02-07,2025-02-03/2025-02-09
ISS_20250613033954_8152,2024-09-18 12:45:00,Digitalisierung,"Das Online-Portal der Gemeinde ist viel zu kompliziert für uns ältere Bürger. Ich brauche einen Termin im Bürgerbüro, aber die Webseite ist unverständlich und ich finde nicht mal die Telefonnummer.",50.20783679635223,8.843097212892093,Schöneck,Gemeinde,Hessen,65+,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,12,2,18,38,2024-09,3,False,True,True,True,2024-09-18,2024-09-16/2024-09-22
ISS_20250613033954_7463,2024-11-05 14:39:00,Wirtschaft,"Die neuen Parkgebühren in der Innenstadt sind viel zu hoch und schaden den kleinen Geschäften. Seit der Erhöhung kommen weniger Kunden, weil sie lieber zum Einkaufszentrum außerhalb fahren.",50.72001465515493,13.21993942931611,Pockau-Lengefeld,Stadt,Sachsen,35-44,female,citizen,LAND_03_MW,Niedersachsen - Ministerium für Wirtschaft,Land,14,1,5,45,2024-11,4,False,True,False,True,2024-11-05,2024-11-04/2024-11-10
ISS_20250613034018_8113,2023-11-13 21:27:00,Digitalisierung,"Das Online-Portal der Stadtverwaltung ist ständig überlastet und stürzt ab, wenn man Anträge stellen will. Ich musste dreimal versuchen, einen Termin für den Personalausweis zu buchen - das ist doch nicht zeitgemäß!",51.87797033592938,11.614123415469429,Staßfurt,Stadt,Sachsen-Anhalt,35-44,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,21,0,13,46,2023-11,4,False,False,False,False,2023-11-13,2023-11-13/2023-11-19
ISS_20250613033954_4334,2025-01-26 12:35:00,Verkehr,Die Durchgangsstraße durch Baar ist viel zu schmal für den ganzen Lkw-Verkehr. Ständig blockieren die großen Trucks die Straße und man kommt als Anwohner kaum noch aus der Einfahrt raus.,48.5834628648945,10.964946218511496,Baar (Schwaben),Gemeinde,Bayern,35-44,male,citizen,LAND_02_VM,Hamburg - Ministerium für Verkehr,Land,12,6,26,4,2025-01,1,True,True,True,True,2025-01-26,2025-01-20/2025-01-26
ISS_20250613033954_1061,2024-06-16 08:35:00,Migration,"Die Bearbeitungszeiten für Aufenthaltstitel im Bürgerbüro sind viel zu lang - meine Freundin wartet schon seit vier Monaten auf einen Termin für die Verlängerung. Das kann doch nicht normal sein, dass alles so lange dauert.",50.705299629517135,7.998591636494381,Derschen,Gemeinde,Rheinland-Pfalz,25-34,female,citizen,LAND_11_SM,Berlin - Ministerium für Soziales,Land,8,6,16,24,2024-06,2,True,True,True,False,2024-06-16,2024-06-10/2024-06-16
ISS_20250613033957_2549,2025-04-11 07:32:00,Umwelt,Der Grünschnitt am Ortsrand von Buchfart wird schon seit Monaten nicht abgeholt und beginnt zu verrotten. Das stinkt furchtbar und lockt Ungeziefer an - bitte kümmern Sie sich endlich darum!,50.9091868615555,11.339102680745166,Buchfart,Gemeinde,Thüringen,35-44,female,citizen,LAND_11_UM,Berlin - Ministerium für Umwelt,Land,7,4,11,15,2025-04,2,False,False,True,False,2025-04-11,2025-04-07/2025-04-13
ISS_20250613033958_9954,2025-06-12 14:03:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden hier in Baiersbronn beträgt über vier Monate. Als Rentner mit Rückenproblemen ist das unzumutbar - es gibt viel zu wenige Fachärzte in unserer Region.,48.54086744411092,8.325364597141084,Baiersbronn,Gemeinde,Baden-Württemberg,55-64,male,citizen,LAND_07_SM,Rheinland-Pfalz - Ministerium für Soziales,Land,14,3,12,24,2025-06,2,False,True,False,True,2025-06-12,2025-06-09/2025-06-15
ISS_20250613033957_8874,2024-05-05 14:49:00,Verkehr,Die Bushaltestelle an der Dorfstraße hat kein Wartehäuschen und bei Regen stehen die Leute im Wasser. Besonders für ältere Bürger und Kinder ist das unzumutbar - bitte um schnelle Lösung.,50.517033856266615,6.904700832869947,Kirchsahr,Gemeinde,Rheinland-Pfalz,35-44,male,migrant_eu,LAND_10_VM,Saarland - Ministerium für Verkehr,Land,14,6,5,18,2024-05,2,True,True,False,True,2024-05-05,2024-04-29/2024-05-05
ISS_20250613033958_9621,2024-12-26 10:16:00,Verkehr,"Die Bushaltestelle am Marktplatz hat seit Monaten kein Wartehäuschen mehr, nachdem das alte durch Vandalismus zerstört wurde. Besonders für ältere Mitbürger ist es bei Regen und Kälte unmöglich, dort auf den Bus zu warten.",51.830988514820966,12.406585434164702,Oranienbaum-Wörlitz,Stadt,Sachsen-Anhalt,45-54,female,citizen,LAND_14_VM,Sachsen - Ministerium für Verkehr,Land,10,3,26,52,2024-12,4,False,True,True,False,2024-12-26,2024-12-23/2024-12-29
ISS_20250613033958_3001,2024-08-23 11:49:00,Gesundheit,"Der Hausarzt in Alt Krenzlin ist seit drei Monaten in Rente und es gibt keinen Nachfolger. Für jeden Arzttermin muss ich jetzt 25 Kilometer nach Parchim fahren, was besonders für ältere Bürger ohne Auto ein großes Problem darstellt.",53.30931253834008,11.295566701395876,Alt Krenzlin,Gemeinde,Mecklenburg-Vorpommern,45-54,male,citizen,LAND_04_SM,Bremen - Ministerium für Soziales,Land,11,4,23,34,2024-08,3,False,True,True,False,2024-08-23,2024-08-19/2024-08-25
ISS_20250613033958_1497,2024-05-30 13:34:00,Verkehr,Die Bushaltestelle am Marktplatz hat kein Wartehäuschen und keine Bank. Bei schlechtem Wetter und in meinem Alter ist das Warten sehr beschwerlich. Bitte stellen Sie endlich eine überdachte Wartegelegenheit mit Sitzplatz auf.,49.30951899095172,12.83324379191316,Furth im Wald,Stadt,Bayern,65+,female,citizen,LAND_03_VM,Niedersachsen - Ministerium für Verkehr,Land,13,3,30,22,2024-05,2,False,True,False,True,2024-05-30,2024-05-27/2024-06-02
ISS_20250613033958_3800,2025-05-30 23:09:00,Gesundheit,"Die Wartezeit beim Hausarzt in Husby ist unmöglich - drei Wochen für einen normalen Termin! Als Nicht-EU-Bürger wird man oft abgewiesen oder muss ewig warten, obwohl man Versicherung hat.",54.767490896281785,9.589872926477234,Husby,Gemeinde,Schleswig-Holstein,25-34,male,migrant_non_eu,LAND_04_GM,Bremen - Ministerium für Gesundheit,Land,23,4,30,22,2025-05,2,False,False,False,False,2025-05-30,2025-05-26/2025-06-01
ISS_20250613033958_5489,2025-01-13 03:28:00,Gesundheit,"Die Wartezeit beim Hausarzt in Kamp-Lintfort ist untragbar - drei Wochen für einen normalen Termin! Viele ältere Bürger bekommen gar keinen Termin mehr. Wir brauchen dringend mehr Ärzte in der Stadt, besonders für die wachsende Zahl an Senioren.",51.51528676496948,6.521491254856826,Kamp-Lintfort,Stadt,Nordrhein-Westfalen,45-54,female,citizen,LAND_13_SM,Mecklenburg-Vorpommern - Ministerium für Soziales,Land,3,0,13,3,2025-01,1,False,False,False,False,2025-01-13,2025-01-13/2025-01-19
ISS_20250613033957_9425,2024-12-29 12:29:00,Umwelt,Der Grünschnitt am Ortsrand wird seit Monaten nicht abgeholt und lockt Ungeziefer an. Meine Nachbarn und ich sind besorgt wegen der Geruchsbelästigung und bitten um schnelle Abhilfe.,52.67835960340046,9.470886996070004,Rodewald,Gemeinde,Niedersachsen,55-64,female,citizen,LAND_15_UM,Sachsen-Anhalt - Ministerium für Umwelt,Land,12,6,29,52,2024-12,4,True,True,True,True,2024-12-29,2024-12-23/2024-12-29
ISS_20250613033958_9522,2024-07-01 07:02:00,Sicherheit,"Die Straßenbeleuchtung in der Wandsbeker Chaussee zwischen Hausnummer 150 und 200 ist seit drei Wochen ausgefallen. Abends ist es dort stockdunkel und ich traue mich kaum noch alleine nach Hause zu gehen, weil man nichts sieht.",53.5465911476051,10.018943660181222,Hamburg,Stadt,Hamburg,45-54,female,citizen,LAND_14_UM,Sachsen - Ministerium für Umwelt,Land,7,0,1,27,2024-07,3,False,False,True,False,2024-07-01,2024-07-01/2024-07-07
ISS_20250613033958_9191,2025-05-11 11:12:00,Migration,"Das Ausländeramt hat meinen Antrag auf Aufenthaltserlaubnis seit vier Monaten nicht bearbeitet, obwohl alle Unterlagen vollständig eingereicht wurden. Ohne gültige Papiere kann ich weder arbeiten noch meine Familie nachziehen lassen.",49.09122673338138,8.385787034655216,Eggenstein-Leopoldshafen,Gemeinde,Baden-Württemberg,25-34,male,migrant_non_eu,LAND_12_SM,Brandenburg - Ministerium für Soziales,Land,11,6,11,19,2025-05,2,True,True,True,False,2025-05-11,2025-05-05/2025-05-11
ISS_20250613033958_2634,2023-02-08 10:17:00,Digitalisierung,"Das Online-Portal der Stadtverwaltung ist ständig überlastet und stürzt ab, wenn man Formulare ausfüllen will. Für einen einfachen Wohnsitznachweis muss ich trotzdem persönlich vorbeikommen, obwohl das digital möglich sein sollte.",48.40990243321118,9.785725949691232,Blaubeuren,Stadt,Baden-Württemberg,35-44,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,10,2,8,6,2023-02,1,False,True,True,False,2023-02-08,2023-02-06/2023-02-12
ISS_20250613033958_5180,2023-04-13 22:48:00,Sicherheit,Der Fußweg vom Bahnhof zur Innenstadt ist abends völlig unbeleuchtet und macht mir als junge Frau richtig Angst. Könnten Sie bitte endlich die kaputten Straßenlaternen reparieren oder neue aufstellen?,53.76320543436258,10.783483608237038,Utecht,Gemeinde,Mecklenburg-Vorpommern,18-24,female,citizen,LAND_05_IM,Nordrhein-Westfalen - Ministerium des Innern,Land,22,3,13,15,2023-04,2,False,False,False,False,2023-04-13,2023-04-10/2023-04-16
ISS_20250613033959_9563,2025-01-23 10:22:00,Sicherheit,"Die Straßenbeleuchtung in der Kirchgasse ist seit Wochen kaputt, wodurch der Gehweg abends völlig dunkel ist. Als Anwohner mache ich mir Sorgen um die Sicherheit, besonders für ältere Mitbürger und Kinder auf dem Schulweg.",49.8103443953157,8.205118372331992,Bechtolsheim,Gemeinde,Rheinland-Pfalz,45-54,male,citizen,LAND_09_UM,Bayern - Ministerium für Umwelt,Land,10,3,23,4,2025-01,1,False,True,True,False,2025-01-23,2025-01-20/2025-01-26
ISS_20250613034000_8202,2023-07-14 15:18:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung vom Ausländeramt. Meine Frau wartet in der Türkei und wir brauchen endlich eine Antwort oder wenigstens Informationen zum Bearbeitungsstand.,53.45547782105415,8.614150006767218,Loxstedt,Gemeinde,Niedersachsen,45-54,male,citizen,LAND_10_SM,Saarland - Ministerium für Soziales,Land,15,4,14,28,2023-07,3,False,True,False,True,2023-07-14,2023-07-10/2023-07-16
ISS_20250613034001_8769,2024-08-14 03:02:00,Verkehr,"Die Bushaltestelle an der Döberitzer Chaussee hat kein Wartehäuschen und bei Regen stehen die Fahrgäste im Freien. Besonders für ältere Menschen und Kinder ist das unzumutbar, bitte um Aufstellung eines Unterstands.",52.51283747297231,13.070974542636831,Dallgow-Döberitz,Gemeinde,Brandenburg,45-54,female,citizen,LAND_15_VM,Sachsen-Anhalt - Ministerium für Verkehr,Land,3,2,14,33,2024-08,3,False,False,False,False,2024-08-14,2024-08-12/2024-08-18
ISS_20250613034018_2760,2025-02-26 06:42:00,Wirtschaft,Die Gewerbeanmeldung für meinen kleinen Online-Shop dauert jetzt schon drei Monate und ich bekomme keine Rückmeldung vom Amt. Ohne die Anmeldung kann ich nicht richtig starten und verliere potentielle Kunden an die Konkurrenz.,49.08639705714846,8.283254167107753,Jockgrim,Gemeinde,Rheinland-Pfalz,18-24,male,citizen,LAND_13_FM,Mecklenburg-Vorpommern - Ministerium der Finanzen,Land,6,2,26,9,2025-02,1,False,False,True,False,2025-02-26,2025-02-24/2025-03-02
ISS_20250613034001_7078,2024-10-25 02:20:00,Verkehr,"Die Hauptstraße durch Neu Gülze ist voller Schlaglöcher und kaum noch befahrbar. Besonders vor der Dorfkirche ist die Straße so kaputt, dass man mit dem Auto nur im Schritttempo fahren kann - das muss dringend repariert werden.",53.38310046493742,10.796804210966682,Neu Gülze,Gemeinde,Mecklenburg-Vorpommern,35-44,male,citizen,LAND_13_VM,Mecklenburg-Vorpommern - Ministerium für Verkehr,Land,2,4,25,43,2024-10,4,False,False,False,False,2024-10-25,2024-10-21/2024-10-27
ISS_20250613034001_9506,2025-03-27 05:47:00,Sicherheit,"Die Straßenbeleuchtung in der Industriestraße ist seit Monaten kaputt, nachts ist es dort stockdunkel. Als Schichtarbeiter muss ich dort täglich lang und fühle mich sehr unsicher, besonders im Winter wenn ich spät nach Hause gehe.",51.42883053297993,6.258598594929126,Straelen,Stadt,Nordrhein-Westfalen,45-54,male,migrant_non_eu,LAND_14_IM,Sachsen - Ministerium des Innern,Land,5,3,27,13,2025-03,1,False,False,False,False,2025-03-27,2025-03-24/2025-03-30
ISS_20250613034001_2610,2023-06-05 03:43:00,Gesundheit,"Die Wartezeiten beim Hausarzt in Jerichow sind unmöglich geworden - drei Wochen für einen Termin ist viel zu lang. Meine Kinder brauchen dringend Vorsorgeuntersuchungen, aber alle Praxen sind überlastet und nehmen kaum neue Patienten an.",52.44875637385456,12.16656403098122,Jerichow,Stadt,Sachsen-Anhalt,35-44,diverse,migrant_eu,LAND_08_SM,Baden-Württemberg - Ministerium für Soziales,Land,3,0,5,23,2023-06,2,False,False,False,False,2023-06-05,2023-06-05/2023-06-11
ISS_20250613034001_7868,2024-05-18 16:33:00,Bildung,"Die Schulbusse in unserer Gemeinde kommen regelmäßig 15-20 Minuten zu spät, wodurch mein Sohn bereits mehrfach den ersten Unterricht verpasst hat. Das kann so nicht weitergehen, die Kinder haben ein Recht auf pünktlichen Transport zur Schule.",53.66753537630508,11.980084224582086,Borkow,Gemeinde,Mecklenburg-Vorpommern,45-54,male,citizen,LAND_06_BM,Hessen - Ministerium für Bildung,Land,16,5,18,20,2024-05,2,True,True,False,True,2024-05-18,2024-05-13/2024-05-19
ISS_20250613034002_1125,2024-06-15 13:00:00,Bildung,Die Heizung in der Turnhalle der Grundschule Am Stadtsee ist seit drei Wochen kaputt. Mein Sohn und seine Klasse müssen bei 8 Grad Sport machen und kommen ständig erkältet nach Hause. Wann wird das endlich repariert?,52.586008992276966,11.787204701650804,Stendal,Stadt,Sachsen-Anhalt,35-44,female,citizen,LAND_12_BM,Brandenburg - Ministerium für Bildung,Land,13,5,15,24,2024-06,2,True,True,False,True,2024-06-15,2024-06-10/2024-06-16
ISS_20250613034001_9878,2024-02-13 05:57:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat seit Monaten kein Wartehäuschen mehr und bei Regen stehen die Fahrgäste völlig im Nassen. Besonders für ältere Leute und Kinder ist das unzumutbar, bitte um schnelle Reparatur.",50.69391604239161,13.08230899638502,Großolbersdorf,Gemeinde,Sachsen,35-44,female,citizen,LAND_15_VM,Sachsen-Anhalt - Ministerium für Verkehr,Land,5,1,13,7,2024-02,1,False,False,False,False,2024-02-13,2024-02-12/2024-02-18
ISS_20250613034002_8517,2024-09-02 11:10:00,Bildung,"Die Schulbusse zu unserer Grundschule in Peenehagen fahren seit drei Wochen völlig unzuverlässig - mal kommen sie 20 Minuten zu spät, mal gar nicht. Meine Kinder und andere Schüler verpassen dadurch regelmäßig die erste Stunde.",53.59214798914056,12.740989975652113,Peenehagen,Gemeinde,Mecklenburg-Vorpommern,45-54,female,citizen,LAND_02_BM,Hamburg - Ministerium für Bildung,Land,11,0,2,36,2024-09,3,False,True,True,False,2024-09-02,2024-09-02/2024-09-08
ISS_20250613034019_6514,2024-04-18 19:01:00,Bildung,"Die Schulbusse zu unserer Grundschule kommen seit drei Wochen immer 10-15 Minuten zu spät an. Meine Kinder verpassen dadurch regelmäßig die erste Stunde und ich muss sie oft selbst fahren, was beruflich sehr schwierig ist.",49.042731040111086,13.056047367940147,Böbrach,Gemeinde,Bayern,45-54,female,citizen,LAND_03_BM,Niedersachsen - Ministerium für Bildung,Land,19,3,18,16,2024-04,2,False,False,False,False,2024-04-18,2024-04-15/2024-04-21
ISS_20250613034018_2383,2023-08-26 21:07:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - man kann keine Termine auswählen. Als berufstätige Mutter bin ich auf die digitalen Angebote angewiesen, aber so muss ich trotzdem persönlich vorbeikommen.",52.82485840092602,9.082515630912615,Hoyerhagen,Gemeinde,Niedersachsen,45-54,female,migrant_eu,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,21,5,26,34,2023-08,3,True,False,False,False,2023-08-26,2023-08-21/2023-08-27
ISS_20250613034002_1075,2025-02-27 21:32:00,Bildung,"Die Kita in Elgershausen hat seit Monaten zu wenig Personal - meine Tochter kommt oft früher nach Hause, weil Gruppen zusammengelegt werden müssen. Das kann so nicht weitergehen, wir Eltern brauchen verlässliche Betreuungszeiten für unsere Arbeit.",51.28130926555079,9.328818612912238,Schauenburg,Gemeinde,Hessen,25-34,female,citizen,LAND_01_BM,Schleswig-Holstein - Ministerium für Bildung,Land,21,3,27,9,2025-02,1,False,False,False,False,2025-02-27,2025-02-24/2025-03-02
ISS_20250613034002_7065,2025-04-11 01:26:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für die Anerkennung meiner ausländischen Arztdiplome dauert bereits acht Monate. Meine Familie ist auf mein Einkommen angewiesen, aber ich kann nicht als Arzt arbeiten ohne die deutsche Anerkennung.",53.114313687746446,9.368259268170291,Rotenburg (Wümme),Stadt,Niedersachsen,45-54,male,migrant_non_eu,LAND_11_SM,Berlin - Ministerium für Soziales,Land,1,4,11,15,2025-04,2,False,False,False,False,2025-04-11,2025-04-07/2025-04-13
ISS_20250613034018_9624,2024-08-12 13:44:00,Digitalisierung,"Die Online-Terminbuchung für meinen Aufenthaltstitel funktioniert seit Wochen nicht richtig - die Seite lädt nicht oder zeigt Fehlermeldungen. Ich brauche dringend einen Termin, aber telefonisch ist niemand erreichbar.",50.77781118685433,8.209525546401647,Haiger,Stadt,Hessen,18-24,female,migrant_non_eu,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,13,0,12,33,2024-08,3,False,True,False,True,2024-08-12,2024-08-12/2024-08-18
ISS_20250613034020_2830,2024-02-27 09:24:00,Verkehr,"Die Bushaltestelle an der Hauptstraße in Minfeld hat seit Monaten kein Wartehäuschen mehr, und bei Regen stehen die Fahrgäste völlig im Nassen. Besonders für ältere Mitbürger ist das unzumutbar - bitte um schnelle Reparatur oder Ersatz.",49.075296131128304,8.14475968683901,Minfeld,Gemeinde,Rheinland-Pfalz,45-54,female,citizen,LAND_12_VM,Brandenburg - Ministerium für Verkehr,Land,9,1,27,9,2024-02,1,False,True,True,False,2024-02-27,2024-02-26/2024-03-03
ISS_20250613034005_3533,2023-04-28 09:30:00,Sicherheit,"Die Beleuchtung am Fußweg zwischen Bahnhof und Ortsmitte ist seit einem Monat kaputt. Als junge Frau fühle ich mich abends sehr unsicher, wenn ich von der Arbeit nach Hause laufe, weil der Weg komplett dunkel ist.",48.89959846028165,9.386120116071762,Leutenbach,Gemeinde,Baden-Württemberg,18-24,female,citizen,LAND_12_UM,Brandenburg - Ministerium für Umwelt,Land,9,4,28,17,2023-04,2,False,True,True,False,2023-04-28,2023-04-24/2023-04-30
ISS_20250613034004_4786,2023-08-05 01:49:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat seit Monaten kein Wartehäuschen mehr, bei dem schlechten Wetter stehen wir völlig im Regen. Besonders für ältere Leute und Familien mit Kindern ist das unzumutbar.",52.83381431158583,11.600782842326318,Altmärkische Höhe,Gemeinde,Sachsen-Anhalt,25-34,female,citizen,LAND_01_VM,Schleswig-Holstein - Ministerium für Verkehr,Land,1,5,5,31,2023-08,3,True,False,False,False,2023-08-05,2023-07-31/2023-08-06
ISS_20250613034005_6975,2023-01-28 09:16:00,Verkehr,"Die Bushaltestelle am Bahnhof Neuenstein hat kein Wartehäuschen und bei Regen wird man komplett nass. Außerdem ist der Fahrplan so schlecht lesbar, dass man die Abfahrtszeiten kaum erkennen kann.",49.218430168547584,9.596369734106569,Neuenstein,Stadt,Baden-Württemberg,18-24,male,citizen,LAND_07_VM,Rheinland-Pfalz - Ministerium für Verkehr,Land,9,5,28,4,2023-01,1,True,True,True,False,2023-01-28,2023-01-23/2023-01-29
ISS_20250613034004_5024,2024-12-11 05:48:00,Bildung,Seit drei Monaten ist die Heizung in der Sekundarschule defekt und mein Sohn friert im Unterricht. Die Kinder können sich nicht konzentrieren und werden ständig krank. Wann wird das endlich repariert?,51.44732389753357,8.840613592487975,Marsberg,Stadt,Nordrhein-Westfalen,55-64,male,citizen,LAND_16_BM,Thüringen - Ministerium für Bildung,Land,5,2,11,50,2024-12,4,False,False,False,False,2024-12-11,2024-12-09/2024-12-15
ISS_20250613034004_7605,2025-05-16 01:26:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden beträgt hier in Erfurt über vier Monate. Für Rentner mit Gelenkproblemen ist das unzumutbar - wir brauchen dringend mehr Fachärzte in der Stadt.,50.98328916878148,11.020143609326496,Erfurt,Stadt,Thüringen,55-64,female,citizen,LAND_03_GM,Niedersachsen - Ministerium für Gesundheit,Land,1,4,16,20,2025-05,2,False,False,False,False,2025-05-16,2025-05-12/2025-05-18
ISS_20250613034005_3469,2024-04-20 10:31:00,Sicherheit,"Die Straßenbeleuchtung in der Industriestraße ist seit Wochen defekt, wodurch der Gehweg abends völlig dunkel ist. Als älterer Bürger fühle ich mich dort sehr unsicher und habe Angst zu stürzen oder überfallen zu werden.",49.536855126020896,12.042728788212832,Schnaittenbach,Stadt,Bayern,55-64,male,citizen,LAND_05_IM,Nordrhein-Westfalen - Ministerium des Innern,Land,10,5,20,16,2024-04,2,True,True,True,False,2024-04-20,2024-04-15/2024-04-21
